DLsv,DLcv,DRcv,DRsv
49,55,49,44
12,13,82,78
18,22,124,117
48,53,26,24
8,9,142,136
68,73,24,21
150,155,63,59
12,13,206,202
84,89,122,116
126,133,78,72
55,59,80,76
121,125,14,12
41,45,79,74
64,71,59,54
11,12,194,190
146,150,55,52
64,69,135,129
96,99,44,42
28,30,103,99
22,27,50,45
4,5,64,61
42,44,11,10
4,3,89,86
91,96,66,61
4,2,72,68
19,21,50,45
34,37,36,35
6,8,102,98
78,83,26,24
19,21,116,112
7,9,97,93
40,46,129,122
86,92,54,49
8,8,138,130
56,60,92,88
139,143,9,9
15,17,86,82
9,10,86,83
14,15,114,110
11,13,113,108
22,26,144,137
126,131,42,38
12,13,162,159
9,9,111,105
48,51,191,188
79,82,13,12
40,44,5,5
56,62,63,57
113,119,6,5
41,47,78,70
66,69,36,34
29,33,56,50
42,46,92,85
53,57,60,55
86,92,5,5
12,13,169,165
59,65,60,54
87,90,39,36
21,23,76,73
55,57,42,40
26,28,68,66
22,25,83,79
47,49,47,44
7,8,130,126
28,31,40,33
87,94,76,70
12,13,70,67
11,12,163,158
14,17,195,190
40,45,167,162
37,42,130,123
63,67,52,49
51,58,67,60
11,13,172,169
59,65,40,38
8,8,97,89
94,98,59,57
5,5,39,36
102,107,93,85
167,175,25,21
8,8,161,157
130,134,35,32
10,10,82,78
25,29,130,123
50,53,115,112
155,160,25,21
28,32,35,31
11,13,54,52
44,47,19,17
18,21,158,150
72,76,106,101
45,49,49,45
85,89,138,134
17,18,25,23
54,57,36,32
5,5,87,84
6,6,65,62
51,57,0,8
25,28,33,29
25,28,47,43
4,4,74,72
55,60,136,131
35,38,97,94
9,11,124,119
52,55,75,72
44,48,70,68
101,106,0,5
43,46,84,81
70,76,89,81
7,7,164,161
120,124,36,32
116,119,36,32
86,90,43,40
39,42,91,87
5,7,139,136
15,16,128,123
38,40,62,58
47,51,51,48
160,164,25,23
88,92,97,93
8,9,89,85
19,24,177,171
112,115,90,87
96,102,60,54
4,5,104,100
41,45,63,59
70,77,49,44
108,116,37,32
37,40,50,46
34,38,83,80
39,46,17,15
17,19,51,48
9,11,60,56
11,12,104,101
19,23,105,97
4,5,103,99
16,20,56,50
33,36,88,85
152,156,40,37
4,0,147,144
12,13,161,157
30,34,139,136
61,64,65,62
42,46,82,79
36,38,51,48
24,28,60,56
6,6,21,19
12,13,144,139
140,145,12,10
178,184,3,6
10,13,176,172
57,60,62,59
66,69,9,9
12,13,104,100
43,47,69,65
2,2,127,125
52,54,75,73
4,5,147,143
97,101,52,50
47,51,52,48
72,75,25,22
75,79,28,24
55,58,51,49
28,33,57,51
61,65,79,74
16,18,92,88
7,9,80,77
9,10,185,182
120,122,75,74
62,66,128,123
89,94,100,97
65,67,84,82
80,84,66,62
28,32,57,53
64,67,47,44
12,13,128,125
56,58,34,32
89,92,18,18
34,36,55,52
32,36,79,75
19,19,86,83
40,43,61,57
88,92,11,10
7,8,97,94
36,39,65,61
29,34,150,142
95,98,90,87
11,12,176,172
86,89,99,96
43,47,65,62
48,52,152,148
38,40,63,60
79,83,39,36
13,15,75,72
71,75,14,12
18,20,47,44
46,48,139,135
74,77,19,18
18,19,77,74
5,8,88,85
44,51,202,194
12,13,43,41
13,15,90,88
5,5,49,47
11,12,187,183
4,0,79,75
67,71,8,8
38,41,38,35
7,8,145,142
80,84,69,66
124,128,0,4
14,17,110,106
5,2,124,119
4,0,148,144
21,23,90,86
89,93,20,18
67,70,185,181
12,13,55,52
71,75,114,110
8,9,76,74
53,57,49,44
101,106,0,5
14,15,132,129
73,77,69,65
38,43,153,146
78,81,118,114
92,96,104,100
50,53,60,58
94,99,124,119
15,17,65,63
52,57,24,20
71,76,31,27
51,57,50,44
36,38,55,52
47,52,52,47
7,7,43,42
89,95,25,23
46,50,68,61
77,81,18,15
20,22,48,46
9,11,59,55
12,13,200,196
18,21,71,66
101,106,35,32
12,13,137,134
37,40,108,103
7,0,150,144
17,22,115,109
12,13,100,97
5,5,122,118
6,6,55,52
13,14,131,127
48,51,38,35
86,90,49,46
13,15,34,32
20,24,23,19
22,25,138,133
179,183,0,4
134,137,40,38
101,105,47,44
12,13,123,119
5,5,61,58
83,88,48,43
115,118,19,18
23,25,111,107
12,13,153,149
160,165,0,5
63,66,32,31
14,15,45,42
29,31,31,29
24,26,116,112
14,16,80,77
10,11,86,83
92,96,0,5
85,88,8,7
31,35,66,60
9,11,94,91
5,5,53,50
31,34,24,22
117,121,49,47
44,47,89,86
36,39,165,158
12,13,124,120
39,45,124,116
49,54,88,82
102,106,37,34
158,162,39,37
11,12,193,189
185,188,18,15
37,42,160,153
8,8,113,109
27,31,124,116
123,126,34,32
40,42,27,26
21,24,45,41
108,112,28,25
23,26,115,112
151,159,25,21
79,82,118,114
89,93,107,103
23,26,81,77
37,41,66,63
10,12,75,71
93,97,66,63
29,33,129,124
139,142,22,21
44,47,57,55
34,36,60,58
41,45,50,46
112,115,31,29
56,61,81,74
85,90,55,51
16,18,122,117
12,13,151,147
5,5,35,33
20,21,103,100
59,62,114,111
126,131,45,41
79,84,28,25
25,26,137,133
57,62,132,125
50,57,117,111
25,27,173,168
7,9,132,127
67,72,37,33
50,52,48,46
5,5,149,144
39,42,114,110
4,1,138,134
46,51,69,65
27,30,58,54
12,13,33,31
6,8,77,74
59,63,66,63
128,133,18,17
7,7,78,75
8,10,65,62
19,22,80,76
5,5,58,55
11,12,68,65
4,2,191,186
12,13,64,62
89,94,69,64
12,13,84,81
31,33,142,137
160,164,9,8
35,41,241,234
133,139,144,139
54,59,223,216
92,96,83,79
108,114,62,55
11,12,80,77
7,8,159,155
52,54,125,121
4,4,76,74
33,35,173,169
46,50,60,56
69,74,40,37
20,21,95,92
78,81,55,52
25,26,86,83
49,52,59,57
10,13,43,39
162,166,54,52
100,104,69,66
151,154,20,19
144,148,0,6
118,121,29,27
27,32,115,108
110,114,12,11
4,6,121,118
123,126,0,4
45,48,127,123
134,138,37,34
84,92,69,65
56,61,93,89
104,108,0,4
35,38,5,4
6,6,55,51
20,23,39,34
33,35,92,88
51,55,72,68
13,16,93,89
32,35,91,87
90,92,54,52
79,82,15,13
28,31,63,59
42,45,48,44
200,208,0,8
88,91,23,21
52,56,112,108
32,34,32,30
64,71,31,27
5,5,151,148
89,92,65,62
55,58,29,27
4,4,116,113
63,66,128,125
74,80,0,8
29,32,52,48
18,21,64,62
5,5,83,81
30,34,201,194
47,51,186,181
12,13,116,112
111,114,13,12
92,96,101,98
36,39,129,126
21,23,52,49
34,37,56,53
23,25,115,110
29,31,45,42
14,15,63,61
21,24,129,124
137,139,19,19
35,40,81,75
4,7,74,69
76,81,22,18
38,42,71,65
67,74,83,77
79,86,12,11
14,16,95,90
7,8,82,79
34,37,52,49
180,185,20,18
22,27,70,64
9,10,47,42
38,42,98,90
56,61,37,33
10,11,95,91
9,9,108,104
73,79,19,16
31,35,97,92
29,33,44,39
52,55,26,24
107,111,39,36
74,77,57,56
15,17,69,66
62,68,122,115
59,63,44,43
16,19,139,131
93,101,57,53
42,46,115,110
14,15,93,90
82,86,14,14
44,46,54,52
55,61,0,8
157,163,42,36
44,49,134,126
234,238,9,8
171,179,20,18
7,8,193,187
33,36,8,8
12,12,31,27
4,2,164,160
44,46,8,8
9,10,87,85
72,74,25,25
8,8,27,25
11,12,85,81
61,65,32,30
4,4,54,51
30,33,25,22
20,22,159,155
129,134,46,43
30,34,79,73
98,103,25,21
6,7,200,196
118,125,23,21
36,39,126,122
63,67,98,94
117,123,38,31
135,139,25,23
48,51,114,110
14,15,119,115
31,33,69,65
4,5,99,95
52,57,46,42
110,117,33,30
25,26,165,161
62,67,120,113
148,155,33,29
172,177,13,10
107,110,82,79
7,7,123,119
53,55,32,29
88,89,0,2
193,197,40,39
2,0,142,140
5,7,168,165
46,49,95,91
8,10,90,87
159,162,29,26
26,30,32,27
9,10,90,87
67,69,33,32
49,52,94,91
128,132,4,4
27,30,107,104
7,8,154,150
83,87,74,71
12,13,110,106
21,24,99,95
70,74,49,47
9,10,67,64
83,87,94,90
143,147,34,32
11,14,49,44
36,39,88,84
45,50,73,65
22,26,33,31
7,7,119,115
30,33,27,25
93,98,87,83
97,99,33,30
15,17,87,84
7,7,54,51
64,69,43,39
1,4,87,84
16,17,91,86
12,14,6,5
24,27,50,46
87,92,67,62
79,82,120,117
62,65,76,72
94,98,43,39
16,19,109,104
152,157,19,18
12,13,44,41
7,8,104,100
85,89,23,21
6,7,93,90
12,14,50,46
36,39,43,40
34,38,65,62
66,71,69,65
14,17,185,180
35,39,0,8
7,8,35,31
121,126,17,15
10,11,42,39
42,46,7,7
17,19,94,90
14,17,95,90
45,50,62,58
30,33,56,51
56,62,26,24
14,16,42,38
170,175,36,31
14,16,108,104
35,38,111,107
19,24,66,61
37,40,119,114
136,141,18,15
10,12,126,122
42,45,41,37
98,102,51,46
136,141,12,11
47,52,75,70
44,49,27,24
27,31,117,112
34,37,78,73
70,75,40,36
133,138,20,17
6,8,99,94
78,83,24,22
33,37,40,37
23,26,39,34
7,8,142,137
124,130,19,17
77,82,18,16
32,36,97,92
66,71,62,59
14,15,45,42
26,30,29,27
7,8,101,97
98,105,0,8
9,11,112,109
102,107,15,11
4,1,163,159
73,80,141,133
67,71,72,68
147,151,19,17
59,61,95,93
67,71,15,13
49,52,32,29
61,65,16,15
111,119,57,51
142,148,19,17
91,96,62,56
57,64,0,8
22,25,142,138
170,175,19,15
9,10,172,168
77,83,42,39
116,119,39,37
57,61,14,11
34,38,53,49
66,70,95,91
118,122,43,39
26,29,142,137
31,34,62,58
56,59,33,32
144,148,11,9
4,0,160,156
110,114,46,44
7,8,65,62
26,28,107,103
95,100,69,64
11,12,162,159
159,162,12,11
11,12,148,145
67,70,90,87
6,7,128,123
73,78,57,52
10,11,121,116
71,75,57,54
33,36,80,76
29,32,136,132
4,0,72,69
13,15,140,137
38,41,71,67
108,111,37,34
138,141,7,6
45,47,55,53
20,21,111,108
97,101,43,41
4,1,131,127
46,49,82,78
119,122,10,8
5,6,99,94
35,38,13,11
18,20,129,125
50,53,95,90
78,85,0,8
33,35,54,51
5,5,48,46
16,20,124,117
32,36,76,73
69,75,42,37
48,54,183,175
101,109,128,121
61,67,23,20
11,11,83,80
67,71,11,9
33,39,116,109
61,67,153,145
81,87,134,127
107,114,107,100
39,45,0,8
18,19,30,27
79,85,2,8
4,5,201,196
46,49,105,102
30,31,0,3
73,76,0,3
35,40,194,186
64,68,169,164
21,24,101,95
11,13,117,114
110,118,90,83
88,92,19,15
21,23,174,170
12,13,57,54
57,60,10,9
38,43,67,62
37,42,54,49
52,57,6,6
104,109,6,4
4,2,73,70
90,93,29,27
9,10,26,24
11,11,79,75
4,3,141,138
68,75,65,60
38,41,48,46
35,41,118,110
53,57,105,100
93,98,64,60
25,28,133,127
62,65,72,69
109,116,39,33
51,54,155,151
203,208,0,5
20,22,39,36
43,50,17,14
45,50,100,94
4,5,82,80
8,9,166,162
141,145,30,28
53,56,22,20
14,16,149,144
52,56,109,104
136,140,25,22
63,67,93,90
19,22,92,88
3,3,114,112
112,117,1,5
92,94,110,107
34,37,166,161
37,40,81,78
72,77,20,19
222,229,0,8
92,95,67,64
117,123,14,11
54,59,0,8
7,8,55,51
38,41,179,175
34,36,134,129
88,91,54,51
53,55,96,93
30,33,0,8
24,26,11,8
33,36,0,8
24,26,14,11
118,122,50,48
32,34,44,42
38,41,183,178
60,65,159,154
14,15,115,111
45,49,80,76
20,24,104,99
10,11,138,133
117,118,34,33
83,88,15,13
11,12,107,103
26,29,89,85
58,63,54,49
23,26,90,86
41,47,63,58
65,68,23,20
14,15,85,81
64,72,61,57
41,43,94,90
4,4,180,177
141,149,31,25
47,51,83,79
25,27,24,24
5,6,70,67
16,18,25,25
8,8,32,28
16,18,37,37
8,8,44,40
6,6,63,60
30,33,39,37
25,27,116,112
18,20,83,80
126,130,13,10
137,142,0,5
12,13,137,134
96,103,107,100
25,27,187,183
41,48,116,109
12,13,100,97
86,94,21,18
71,74,45,41
7,8,183,179
83,87,104,100
136,140,51,48
66,68,138,135
41,46,32,27
15,16,125,122
12,13,58,56
4,5,107,103
60,64,48,46
87,92,19,17
12,13,149,145
95,99,63,60
107,109,55,53
33,38,94,86
9,10,91,87
89,93,67,64
37,40,120,116
64,67,17,16
45,51,54,49
45,48,55,53
4,4,244,240
90,93,43,41
9,10,90,87
43,46,95,91
104,108,33,32
89,92,62,61
44,50,0,8
5,6,72,69
17,22,56,48
34,38,43,40
76,80,1,5
39,42,78,74
25,30,87,81
70,75,44,41
79,85,33,30
143,149,2,6
43,46,116,112
45,49,127,122
158,164,11,10
20,23,56,52
70,73,66,63
43,45,120,116
54,57,107,102
49,52,113,109
121,126,9,7
92,100,32,28
4,2,85,82
15,17,105,102
36,38,92,89
25,28,140,134
46,51,173,165
62,67,160,155
94,99,128,123
73,76,86,83
10,13,184,178
106,109,68,65
77,82,92,86
105,108,67,64
68,73,98,91
6,7,213,209
35,39,81,78
5,5,124,120
30,31,62,59
64,67,27,25
41,44,176,172
124,128,92,89
92,95,47,45
5,5,137,133
19,22,119,115
40,43,50,47
13,16,149,141
97,100,69,66
89,93,77,73
101,104,67,64
44,48,91,87
90,93,46,42
128,132,7,7
15,16,111,108
101,105,22,19
18,20,54,50
65,71,66,59
114,120,70,63
73,78,114,108
6,5,185,177
12,16,40,37
71,75,106,102
147,150,32,29
44,50,0,8
11,12,42,38
10,10,200,192
87,95,115,107
21,25,188,183
105,110,103,100
4,4,125,121
4,3,117,113
28,32,46,42
42,46,0,8
7,8,42,38
19,21,109,106
11,14,54,50
40,43,31,28
63,68,59,56
51,55,72,68
41,45,66,61
40,44,117,109
50,53,11,10
7,7,79,75
50,54,31,29
25,27,58,53
92,96,49,47
69,75,68,62
103,109,34,30
19,21,63,59
37,41,43,40
4,5,145,141
44,47,48,44
76,80,50,47
7,8,81,77
9,12,90,86
2,1,104,102
7,8,85,82
11,13,124,121
67,74,65,59
64,68,74,70
44,51,91,85
98,102,69,66
126,128,45,43
45,51,38,33
6,7,87,84
22,25,78,74
21,24,158,155
13,14,91,87
52,55,203,199
99,103,154,150
27,30,228,224
76,78,13,13
31,35,55,51
52,54,37,34
85,88,21,20
41,44,64,59
121,124,43,40
148,153,13,11
13,15,153,150
61,67,52,44
95,100,22,19
16,18,142,139
118,126,88,81
21,24,67,64
50,56,33,29
4,3,202,198
12,15,189,184
147,151,4,5
66,71,17,15
6,6,140,136
74,78,68,65
81,85,56,53
12,14,126,121
6,7,129,125
72,76,60,57
32,35,128,124
112,116,47,45
4,2,82,79
49,51,109,106
54,60,86,80
176,180,15,14
6,3,189,183
47,49,98,95
45,48,24,20
56,60,12,11
26,28,99,93
9,10,52,48
42,44,78,74
52,56,65,63
15,17,175,170
49,54,86,80
19,21,72,70
124,131,66,61
7,8,73,69
5,7,197,193
29,31,172,167
12,14,110,106
63,69,52,48
70,73,11,9
5,5,50,46
14,17,37,35
10,11,109,106
8,8,106,101
71,75,42,40
67,72,132,125
160,165,41,36
81,86,41,37
43,47,79,73
4,4,78,74
40,44,82,78
40,42,63,59
11,12,85,82
99,103,27,25
7,8,78,75
5,7,186,182
73,78,22,19
12,14,43,41
9,10,105,101
63,67,48,45
22,25,89,85
71,75,0,5
19,20,57,54
4,1,69,65
39,43,27,25
21,24,92,89
23,26,76,72
98,102,0,4
102,106,35,33
99,103,84,81
4,4,72,68
39,43,33,31
9,10,145,142
11,14,47,44
151,155,25,23
28,30,75,71
87,91,14,11
99,103,67,63
83,90,55,49
12,14,92,88
48,52,54,52
135,139,24,22
144,146,19,18
7,8,155,151
108,113,26,24
68,72,67,62
78,80,62,60
71,77,98,93
4,4,87,85
23,26,50,44
42,46,33,31
12,14,121,118
39,43,98,94
58,61,147,144
85,88,121,118
97,100,109,106
88,93,79,75
135,140,32,29
27,30,70,67
20,23,142,134
104,109,21,17
35,39,118,111
136,140,21,20
76,79,115,112
8,10,92,89
13,14,179,175
35,38,155,151
135,139,62,58
4,3,64,61
37,40,70,67
33,37,154,150
146,149,44,41
13,14,142,139
67,72,52,48
14,16,156,152
16,21,78,72
101,104,5,5
7,8,58,55
27,31,34,29
88,95,28,26
84,87,41,38
7,8,34,31
57,65,35,30
21,24,75,71
9,10,84,81
63,69,21,17
134,138,27,26
71,74,90,85
16,18,62,58
14,17,163,156
50,54,86,83
12,14,109,106
37,40,108,104
17,20,144,139
4,2,67,64
52,55,57,54
46,49,64,61
4,5,75,71
130,134,181,177
67,70,68,65
12,14,157,153
44,48,122,118
60,63,130,126
137,141,52,50
64,68,46,43
6,2,196,189
125,131,129,123
241,246,15,12
6,7,190,184
56,63,126,119
11,15,176,170
28,30,196,193
148,156,66,59
52,55,171,168
92,98,125,118
33,36,193,190
132,136,31,27
46,52,115,107
46,50,142,137
135,140,52,50
46,51,118,111
137,142,29,26
33,35,91,88
53,57,57,53
156,160,70,67
101,105,125,122
67,72,111,105
70,77,29,23
99,104,4,6
12,13,124,120
121,124,83,79
6,6,119,115
89,92,21,20
61,64,48,45
5,0,49,46
61,64,54,51
5,7,98,94
54,58,66,63
42,48,84,77
59,63,72,68
57,60,95,92
68,72,82,78
64,67,76,72
75,79,63,59
61,62,38,37
107,110,41,39
85,89,62,59
46,50,71,67
64,71,46,39
81,86,34,32
6,5,113,107
136,139,76,73
193,196,20,18
84,87,92,88
114,118,61,59
77,80,98,93
33,35,163,159
143,150,44,41
44,47,150,145
43,46,84,80
54,58,71,67
19,25,116,108
91,95,49,45
11,13,153,149
32,38,28,23
8,9,184,181
51,53,126,122
102,106,73,71
61,66,112,108
64,70,97,90
49,54,50,45
40,43,35,33
31,32,62,59
6,6,93,90
32,34,49,46
26,28,130,126
94,99,55,50
96,101,17,16
127,134,0,8
5,4,133,129
43,46,104,98
82,88,62,58
26,30,70,64
7,9,90,83
80,85,105,101
29,34,202,194
119,123,116,111
80,84,66,64
30,34,112,105
39,42,122,119
121,126,23,20
9,10,133,129
185,189,63,60
215,218,35,33
45,48,203,199
4,1,56,53
33,35,41,38
7,8,62,59
11,12,102,99
49,53,109,105
51,54,177,174
139,142,0,3
13,15,170,166
116,121,75,70
7,9,114,107
93,100,23,20
48,53,36,33
10,11,92,89
95,103,13,11
42,45,76,73
78,82,113,109
159,163,31,28
20,22,174,171
78,81,27,24
10,12,206,202
61,64,131,128
8,8,49,45
14,15,101,98
100,104,48,45
6,8,42,41
5,7,91,88
4,5,193,189
53,57,141,137
88,92,106,102
26,28,172,170
42,45,66,63
6,7,103,99
34,38,117,114
5,0,89,86
110,118,127,120
36,40,209,205
5,6,244,241
73,79,25,22
21,24,157,152
74,79,102,97
108,110,74,72
85,88,100,97
38,42,53,49
83,88,12,9
5,0,90,86
91,95,48,45
41,44,69,64
57,60,77,74
34,35,101,98
27,31,118,113
173,176,21,20
28,29,140,137
67,70,51,48
5,0,88,85
5,4,119,115
33,39,277,269
13,14,307,304
56,61,26,24
68,74,152,145
48,52,94,89
19,22,205,200
14,18,117,112
33,38,80,74
5,0,88,84
18,20,75,72
26,28,76,72
30,33,146,142
9,10,75,73
123,126,13,11
25,28,77,73
10,11,95,92
46,50,55,51
5,5,113,108
9,10,108,104
6,8,161,156
106,111,58,56
49,52,62,59
86,90,33,32
37,41,138,133
16,17,193,190
48,52,157,152
51,57,40,36
4,5,57,54
33,38,79,72
30,33,110,105
168,175,20,19
59,63,136,132
9,10,188,183
68,72,17,16
15,18,118,114
6,3,131,124
131,134,4,4
17,20,113,108
9,10,125,121
43,46,88,84
124,131,0,8
6,4,111,106
26,29,130,127
55,60,97,91
96,101,22,20
48,51,87,82
28,30,108,103
44,48,183,178
135,140,1,6
81,84,14,12
14,15,141,136
97,103,52,47
59,62,7,7
16,19,50,47
80,84,65,61
92,96,52,49
41,46,0,8
66,73,0,8
47,50,27,23
45,48,116,111
9,9,158,156
13,14,65,62
68,72,53,50
24,28,95,89
53,57,91,85
118,123,26,22
81,88,59,53
13,14,37,34
120,124,7,6
7,8,122,117
8,8,95,92
6,7,78,75
54,59,28,26
64,68,111,106
46,49,118,114
47,52,0,8
13,14,102,98
5,4,98,95
4,6,97,93
93,100,0,8
4,3,100,95
29,31,99,95
39,44,132,125
32,33,148,145
32,37,67,61
67,71,37,35
104,112,0,8
42,46,25,22
8,8,64,60
17,20,51,46
7,8,115,111
74,77,46,42
6,3,115,110
57,62,57,52
247,251,7,7
122,128,16,14
5,4,271,267
109,113,57,55
7,8,103,99
99,102,9,9
27,32,83,75
7,8,146,142
126,131,22,21
129,132,15,13
5,6,103,98
68,70,135,132
34,36,168,165
6,6,97,93
12,15,102,98
6,7,106,102
71,76,7,6
33,36,49,46
175,180,0,5
6,9,100,96
77,81,103,100
60,63,66,63
148,153,22,20
35,40,134,128
52,57,84,79
108,114,56,52
98,103,16,13
21,23,67,63
36,38,80,77
3,0,31,29
15,15,48,45
6,7,45,43
41,43,8,8
82,85,10,10
50,56,34,29
24,25,34,33
55,57,22,20
8,8,45,42
42,44,17,16
29,32,27,25
6,7,53,49
6,6,49,46
43,46,9,9
20,21,43,42
22,23,19,18
6,7,79,77
16,18,21,20
7,7,63,61
49,53,25,20
69,71,13,12
22,26,150,142
47,53,125,119
138,145,32,29
48,50,39,37
73,76,63,61
62,68,60,54
18,23,170,163
116,120,67,63
8,0,42,37
99,103,14,12
50,55,155,150
5,3,47,42
3,4,49,44
15,19,93,87
18,22,140,134
27,31,44,39
32,36,92,87
32,36,71,66
16,19,43,39
5,3,140,134
29,33,39,34
5,3,108,102
19,23,92,86
31,36,90,84
33,37,76,70
68,72,19,15
35,37,60,57
69,72,25,24
92,95,5,5
18,20,81,78
18,19,26,24
33,36,74,72
59,65,66,60
56,59,23,20
28,32,50,46
85,88,46,43
11,12,180,176
132,136,55,52
64,69,121,117
87,90,33,31
46,52,41,37
87,91,65,62
18,21,83,77
4,1,105,101
71,76,74,69
36,39,112,108
27,30,93,89
28,31,68,64
42,45,53,48
199,207,0,8
75,78,23,21
55,58,132,127
25,30,207,199
100,104,136,131
44,49,190,184
53,56,150,146
158,166,43,40
7,5,95,87
2,2,37,35
147,151,59,56
4,1,277,273
16,18,54,52
28,32,137,132
109,114,55,50
26,29,32,30
11,13,48,46
109,113,0,5
21,26,105,98
48,51,118,115
39,42,69,67
7,8,131,127
4,4,152,148
12,14,148,145
25,27,47,45
73,79,36,31
8,0,52,46
11,13,43,39
4,0,48,45
45,49,55,50
36,39,32,29
65,69,18,16
5,1,133,128
73,77,23,21
45,47,100,96
6,6,57,54
48,54,0,8
25,28,30,27
25,28,56,52
4,4,83,81
45,49,128,123
44,48,69,66
75,78,27,24
64,67,10,7
97,102,0,5
49,52,98,95
7,7,131,128
81,84,36,32
209,212,14,13
19,24,155,149
104,107,76,73
122,128,52,48
124,130,60,54
51,56,82,75
77,82,23,20
4,5,101,97
41,45,60,56
69,73,79,74
4,5,110,107
74,77,39,37
102,105,34,31
5,6,115,112
35,40,0,8
21,23,20,16
32,35,7,6
136,140,131,126
12,13,124,120
107,111,92,89
5,6,203,199
31,34,63,59
12,13,118,114
76,79,82,79
158,161,0,3
11,13,38,35
12,13,74,71
7,8,209,205
4,5,85,81
26,29,59,54
27,30,137,130
3,4,167,163
52,54,106,102
133,137,23,20
12,12,89,88
6,0,77,71
73,77,0,4
45,50,25,21
42,45,129,125
7,8,92,88
42,49,74,68
38,40,51,48
13,15,66,62
4,5,73,70
28,32,46,44
17,20,66,61
52,55,22,20
6,3,131,125
32,38,43,37
22,24,5,4
163,166,22,20
84,87,28,26
38,42,70,66
49,53,56,53
220,225,13,13
77,81,13,13
89,93,13,13
83,88,13,13
86,91,13,13
56,60,13,13
56,59,13,13
71,75,13,13
65,68,13,13
67,71,13,13
67,70,13,13
75,79,13,13
67,70,13,13
2,2,60,57
59,63,74,71
20,22,180,176
56,59,142,138
8,10,80,77
31,34,87,84
5,6,92,87
30,33,132,128
128,131,110,107
9,11,101,97
11,12,186,182
16,17,137,133
33,35,102,99
6,1,129,123
7,9,82,78
46,50,89,85
28,31,32,28
130,135,0,5
172,176,21,19
9,9,159,157
4,5,188,184
62,65,56,53
99,103,17,16
34,37,28,25
66,67,0,2
38,42,86,82
10,12,235,232
4,5,141,136
42,46,101,97
33,36,79,75
18,20,110,105
48,50,90,87
115,119,20,19
70,73,108,105
28,30,252,249
58,61,14,12
41,45,83,80
51,54,82,79
59,63,23,21
125,130,19,16
6,8,99,94
78,83,24,22
194,202,100,93
75,80,225,220
9,11,112,109
102,107,15,11
4,1,150,147
73,80,137,129
67,71,73,70
51,54,100,95
57,59,92,90
88,92,15,13
49,52,100,95
127,132,20,19
99,106,57,51
146,154,52,48
127,133,75,70
119,122,143,140
55,59,203,198
41,43,75,72
55,60,41,38
37,40,38,36
32,35,147,142
24,27,54,51
84,88,119,115
213,218,11,9
31,34,196,192
180,184,46,44
27,29,112,108
11,12,140,137
137,140,12,11
11,12,126,123
16,17,36,34
6,7,138,133
83,88,57,52
68,72,59,55
7,7,126,121
53,58,75,71
62,69,0,8
33,35,38,35
5,5,42,40
16,20,94,89
48,53,178,170
98,106,125,118
183,188,46,42
34,40,106,99
61,67,162,154
81,87,143,136
107,114,116,109
43,48,0,8
21,22,30,27
75,81,2,8
4,5,171,166
72,75,0,4
8,8,34,32
43,45,31,29
45,48,38,35
103,107,95,91
115,119,82,78
29,35,17,14
62,68,105,97
108,112,65,61
33,37,140,136
62,67,63,58
43,47,166,161
69,71,27,24
36,39,72,69
93,98,54,50
139,143,75,71
49,53,126,120
91,96,27,25
21,23,88,83
95,99,27,24
121,125,6,5
8,9,234,230
181,185,58,54
4,3,163,159
68,72,94,91
19,24,221,213
92,96,152,147
35,39,64,60
22,24,22,20
27,29,142,138
64,68,11,9
26,28,135,131
142,145,20,19
99,104,20,19
114,121,0,8
95,98,45,42
46,49,115,111
59,63,91,86
41,43,52,49
65,68,27,25
5,0,81,76
39,44,37,34
6,7,45,42
49,52,22,20
4,5,137,133
74,78,50,47
7,8,84,80
12,15,90,86
11,13,128,125
57,63,65,59
53,57,74,70
44,51,114,108
98,102,69,66
126,128,45,43
44,48,95,91
65,68,76,73
4,1,121,117
7,9,67,61
261,269,12,11
29,33,103,96
55,58,81,77
7,7,60,56
64,70,18,16
4,1,159,156
102,108,50,45
55,60,0,8
7,8,182,176
124,128,63,61
65,69,10,9
25,27,48,43
92,96,61,57
112,115,42,39
4,1,164,160
62,66,98,95
21,24,166,158
91,95,116,112
135,143,52,47
118,124,28,24
111,114,20,19
52,55,20,19
22,24,50,47
22,25,87,84
70,74,11,9
54,59,101,94
5,5,116,111
13,15,128,124
107,111,32,30
5,5,49,46
49,52,106,101
37,41,117,113
5,0,130,126
92,96,101,96
5,7,86,82
116,123,110,103
95,101,133,127
94,99,153,148
69,73,81,77
182,185,18,16
15,17,105,102
99,107,13,11
40,46,76,70
75,78,114,110
156,160,31,28
78,81,13,11
5,4,86,83
43,45,158,154
43,45,170,166
12,13,67,64
37,41,18,17
22,25,52,48
112,116,48,46
110,114,132,128
121,126,119,115
95,99,33,30
51,57,109,102
25,28,133,127
5,7,89,86
92,100,113,105
5,6,212,209
27,29,102,98
71,74,76,72
37,39,103,97
30,31,123,120
67,70,78,75
142,150,77,69
47,51,65,60
5,2,140,135
36,40,53,49
4,5,90,86
9,11,91,85
51,55,144,140
98,101,99,95
30,34,196,189
12,15,171,167
58,62,102,97
126,131,48,45
81,86,41,37
5,5,88,85
81,86,110,104
155,161,35,32
5,0,50,47
5,4,113,109
100,104,162,158
28,32,137,132
6,4,202,196
149,155,151,145
17,19,54,50
26,27,47,45
62,65,153,150
25,28,69,65
5,4,52,47
4,4,118,114
18,22,94,89
37,41,130,124
26,27,227,223
58,61,129,126
105,111,135,130
